Original,Ablated α=0.0,Ablated α=0.1,Ablated α=0.2,Ablated α=0.3,Ablated α=0.4,Ablated α=0.5,Ablated α=0.6,Ablated α=0.7,Ablated α=0.8,Ablated α=0.9,Ablated α=1.0,Ablated α=1.1
67.50111756817165,68.3504693786321,71.03263299061243,73.22306660706303,74.81746386529579,76.65027566681567,78.43838474146922,79.30263746088512,78.66189837580092,76.44166294143943,73.78930114737,70.07897481746387,67.85873938310237
95.18140589569161,95.01133786848072,94.1609977324263,92.68707482993197,91.26984126984127,88.54875283446711,85.20408163265306,80.8390022675737,73.69614512471655,63.832199546485256,55.72562358276644,49.03628117913833,46.54195011337868
43.47014925373134,45.8955223880597,54.60199004975125,61.940298507462686,66.35572139303483,71.39303482587064,75.0,77.7363184079602,78.85572139303483,79.35323383084577,79.16666666666666,78.29601990049751,77.67412935323384
35.122242098986284,36.25521765056649,39.53488372093023,42.993440667859275,46.8097793679189,52.47465712581991,59.68992248062015,65.71258199165176,70.60226595110316,74.00119260584377,75.43231961836612,73.34525939177102,70.84078711985688
94.04332129963899,94.16365824308063,94.16365824308063,93.98315282791818,93.80264741275572,93.50180505415162,93.50180505415162,92.90012033694343,91.87725631768953,89.4705174488568,86.10108303249098,81.16726835138387,77.9783393501805
